HuggingFaceID,Architecture,System,Backend,Version,Mode,Status,ErrMsg,Command
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,trtllm,1.3.0rc15,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.7,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M2.7 --total-gpus 128 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,vllm,0.14.0,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.7,
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,vllm,0.14.0,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.7,
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,vllm,0.22.0,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.7,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M2.7 --total-gpus 128 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,a100_sxm,vllm,0.22.0,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by MiniMaxAI/MiniMax-M2.7,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M2.7 --total-gpus 128 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.10,agg,PASS,,
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.10,disagg,PASS,,
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.12,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.12,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.9,agg,PASS,,
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.9,disagg,PASS,,
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,trtllm,1.0.0,agg,PASS,,
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,trtllm,1.0.0,disagg,PASS,,
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,trtllm,1.3.0rc15,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,trtllm,1.3.0rc15,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,vllm,0.14.0,agg,PASS,,
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,vllm,0.14.0,disagg,PASS,,
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,vllm,0.22.0,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,a100_sxm,vllm,0.22.0,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.10,agg,PASS,,
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.10,disagg,PASS,,
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.12,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.12,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.9,agg,PASS,,
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,sglang,0.5.9,disagg,PASS,,
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,trtllm,1.0.0,agg,PASS,,
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,trtllm,1.0.0,disagg,PASS,,
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,trtllm,1.3.0rc15,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,trtllm,1.3.0rc15,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,vllm,0.14.0,agg,PASS,,
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,vllm,0.14.0,disagg,PASS,,
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,vllm,0.22.0,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,a100_sxm,vllm,0.22.0,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.10,agg,PASS,,
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.10,disagg,PASS,,
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.12,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.12,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.9,agg,PASS,,
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.9,disagg,PASS,,
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,trtllm,1.0.0,agg,PASS,,
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,trtllm,1.0.0,disagg,PASS,,
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,trtllm,1.3.0rc15,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,trtllm,1.3.0rc15,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,vllm,0.14.0,agg,PASS,,
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,vllm,0.14.0,disagg,PASS,,
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,vllm,0.22.0,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,a100_sxm,vllm,0.22.0,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.10,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.10,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.12,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.12,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.9,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.9,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,trtllm,1.0.0,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,trtllm,1.0.0,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,trtllm,1.3.0rc15,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,trtllm,1.3.0rc15,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system a100_sxm --backend trtllm --backend-version 1.3.0rc15 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,vllm,0.14.0,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,vllm,0.14.0,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,vllm,0.22.0,agg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,a100_sxm,vllm,0.22.0,disagg,HW_INCOMPATIBLE,a100_sxm (SM80) does not support FP8 required by Qwen/Qwen3-235B-A22B-FP8,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system a100_sxm --backend vllm --backend-version 0.22.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.10,agg,PASS,,
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.10,disagg,PASS,,
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.12,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-30B-A3B --total-gpus 32 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.12,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-30B-A3B --total-gpus 32 --system a100_sxm --backend sglang --backend-version 0.5.12 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000.0 --tpot 50.0 --top-n 1 --no-color
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.9,agg,PASS,,
Qwen/Qwen3-30B-A3B,Qwen3MoeForCausalLM,a100_sxm,sglang,0.5.9,disagg,PASS,,
